Client;Count_CA;Count_SA;Count_MF;Count_OVD;Count_CC;Count_CL;ActBal_CA;ActBal_SA;ActBal_MF;ActBal_OVD;ActBal_CC;ActBal_CL
582;1;;;;;;445.6714286;;;;;
583;1;1;5;;;;271.1539286;9.949285714;13062.67679;;;
584;1;1;;1;;;2538.386786;5734.547143;;0;;
585;1;;2;;;;47.57321429;;2648.905357;;;
586;1;;;;;;2036.124643;;;;;
587;1;1;1;;;;0;96668.11393;381.1310714;;;
588;1;;;1;;;193.1764286;;;710.7621429;;
589;1;1;;1;;;168.1878571;2.151785714;;0;;
590;1;;;;;;183.6292857;;;;;
591;1;;;1;;;0;;;0;;
592;1;1;;;;;402.0853571;36166.56036;;;;
593;1;;;;;;1.480714286;;;;;
594;2;1;;;;;3.831071429;223.8189286;;;;
595;1;;;;;;126.9225;;;;;
596;1;;;;;;0;;;;;
597;1;;;1;;;4552.889643;;;482.6128571;;
598;2;;;1;;;562.2017857;;;0;;
599;1;1;;;;;16.67107143;23252.44357;;;;
600;1;1;4;;;;1189.3225;8771.733571;28004.9075;;;
601;1;1;2;;;;865.6828571;92884.32964;0;;;
602;2;;;1;1;;84.30642857;;;0;1053.802857;
603;1;1;;;;;1385.988214;7463.246786;;;;
604;1;;;;1;;5645.113929;;;;1044.143571;
605;1;;;;;;0;;;;;
606;1;1;;;;;80.62428571;313.4735714;;;;
607;1;2;3;1;1;;364.1085714;1074.0725;0;0;490.7760714;
608;1;1;;;;;347.3657143;29191.295;;;;
609;1;1;;;;;130.8475;24933.45321;;;;
610;1;1;1;;1;;1083.522143;0.799642857;14285.71429;;305.6771429;
611;1;;;1;;1;943.8375;;;0;;2515.419286
612;1;1;;1;1;;28.53571429;1085.208571;;0;110.0210714;
613;1;;;1;1;;30.4675;;;218.2342857;276.15;
614;1;2;17;1;1;;0;7143.0425;0;0;0;
615;1;;;;;;2509.531429;;;;;
616;1;;;;;;1083.711071;;;;;
617;1;;;1;;;5577.357143;;;0;;
618;1;;;1;;1;0;;;0;;887.375
619;1;1;2;;;;3764.539286;7812.512857;169.6746429;;;
620;1;;;;;;2.156785714;;;;;
621;1;1;;;;;1249.709643;0.001428571;;;;
622;1;;;;;;0;;;;;
623;1;;;;;;1607.275714;;;;;
624;1;1;;;;;272.1257143;12752.7275;;;;
625;1;;;;;;3943.043929;;;;;
626;1;;;;;;13.46464286;;;;;
627;1;;2;;;;1604.266429;;4107.860357;;;
628;1;;;1;;;488.4596429;;;0;;
629;1;;2;;;;61.76678571;;34387.58357;;;
630;1;;;;;;389.45;;;;;
631;1;;;;;;339.8192857;;;;;
632;2;;;1;;;592.0878571;;;0;;
633;1;1;2;;;;36062.11357;16809.76607;0;;;
634;1;2;;;;;41.86178571;47652.55107;;;;
635;1;;;;;;0;;;;;
636;1;1;;;1;;2623.826429;2457.837143;;;-7.738214286;
637;1;;3;;;;0;;0;;;
638;1;;;1;;;89.25;;;0;;
639;1;;;;;;736.9435714;;;;;
640;1;1;;;;;16765.39;3584.685;;;;
641;1;;;;;;1.375;;;;;
642;1;1;4;;;;2238.091786;9665.433571;194.2857143;;;
643;1;;4;;;;2204.218571;;181931.5471;;;
644;1;1;;;;;135.3635714;0.17;;;;
645;1;;;;;;14.29785714;;;;;
646;1;;;1;;;484.3903571;;;0;;
647;1;;;;;;362.4582143;;;;;
648;1;1;;;1;;2164.632857;14.32821429;;;482.975;
649;1;;;1;;;15377.35393;;;0;;
650;1;;;;;;2589.637857;;;;;
651;1;;;;;1;2.142857143;;;;;6236.633929
652;1;;;;;;5885.186429;;;;;
653;1;1;;;;;43.14428571;6007.7925;;;;
654;1;;;;;;1657.383214;;;;;
655;2;;;;;;327.2014286;;;;;
656;1;1;;;;;26.76071429;6120.588929;;;;
657;1;1;;1;;;757.75;0;;274.9439286;;
658;1;;;;;;1107.677857;;;;;
659;2;;;;;;1058.293571;;;;;
660;1;;;1;;;611.3221429;;;0;;
661;1;1;;;;;378.8889286;882.2335714;;;;
662;1;;;;;;0;;;;;
663;1;;;;;;9.275;;;;;
664;2;;;;;;1407.642143;;;;;
665;1;;;;;;370.6532143;;;;;
666;1;;1;;;;13806.56929;;25462.56179;;;
667;1;;;;;;60.04428571;;;;;
668;1;1;1;1;;;586.9492857;43701.96929;0;0;;
669;1;;;1;;;174.6578571;;;157.4832143;;
670;1;;;;;;13.92928571;;;;;
671;1;1;;;;;858.955;11615.655;;;;
672;1;;;;;;47.96464286;;;;;
673;1;2;1;1;1;;2588.838214;16144.00214;733.0685714;8.445;1.178571429;
674;1;;;1;;;16362.98321;;;745.5571429;;
675;1;;;;;;27.865;;;;;
676;1;;;1;1;;1127.008214;;;0;417.1964286;
677;1;;;;;;71.39071429;;;;;
678;1;1;3;;;;2730.121429;0;761235.5043;;;
679;1;2;;;;;0;28.65821429;;;;
680;1;;;;;;0.506428571;;;;;
681;1;;5;1;;1;4976.04;;46562.31071;0;;9916.269643
682;1;1;11;;;;684.2814286;4557.6075;1146.4175;;;
683;1;;;;;;2052.3625;;;;;
684;1;2;3;;;;20.96642857;12881.37107;20469.94;;;
685;1;;1;1;;;379.3821429;;169.6746429;0;;
686;1;;;;;;1146.879643;;;;;
687;2;;;;;;338.5896429;;;;;
688;1;;;;;;585.0828571;;;;;
689;1;;;;;;396.3082143;;;;;
690;1;1;;;;;86.02428571;4203.438571;;;;
691;1;;;;;;225.8607143;;;;;
692;1;;;1;;;641.1296429;;;0;;
693;1;;;1;;;2889.781786;;;0;;
694;1;1;;;;1;0.002142857;114458.4568;;;;117.6539286
695;1;;;;;;0.015;;;;;
696;1;;;;;1;2644.604286;;;;;3301.638571
697;1;;;1;1;;2474.8225;;;0;642.2321429;
698;1;1;;;;;64.74285714;1841.062143;;;;
699;1;;4;1;;;1823.057143;;18491.44429;0;;
700;1;;;;;;345.3353571;;;;;
701;3;1;;;;;0;34394.55571;;;;
702;1;1;1;;1;;238.2278571;391.9985714;4718.126071;;0;
703;1;;6;;;;198.8796429;;125.1257143;;;
704;1;;;;;;403.4421429;;;;;
705;3;;;;;;191.1260714;;;;;
706;1;;;;;;1405.127143;;;;;
707;1;;;;;;317.8646429;;;;;
708;1;;;;;;0;;;;;
709;1;;;;;;683.5714286;;;;;
710;1;;;;;;1026.117857;;;;;
711;1;;;;;;111.1267857;;;;;
712;1;;;1;;1;3551.878214;;;0;;1985.372857
713;1;;;1;;;113.4092857;;;350.1135714;;
714;1;1;;;;;224.4425;5495.861071;;;;
715;1;1;;;1;;4661.019643;20.54464286;;;0.714285714;
716;1;;;;;;5070.659643;;;;;
717;2;;;;;;3136.734643;;;;;
718;1;;;1;;1;273.4285714;;;215.49;;1057.957143
719;1;;;;;;79.39892857;;;;;
720;1;;;;;;0;;;;;
721;1;1;;1;;;218.6946429;27896.88679;;526.4889286;;
722;1;1;6;;;;4933.748929;465.5371429;1942.857143;;;
723;1;;;;;;444.29;;;;;
724;1;;;;;;102.2325;;;;;
725;1;;20;;;;374.2242857;;0;;;
726;1;;;1;;;2963.085;;;260.87;;
727;1;1;1;;;;48.93357143;35768.38857;14484.08393;;;
728;1;;;;;;1194.797143;;;;;
729;1;1;1;1;;;2082.308929;0;0;0;;
730;1;;;1;;;331.7296429;;;0;;
731;1;;;;;;957.0071429;;;;;
732;3;1;6;;;;301.1560714;347.4171429;49993.39929;;;
733;1;1;;;;;5.706785714;10778.98393;;;;
734;1;1;;;;;69.51107143;57901.67929;;;;
735;1;;;;;;188.9946429;;;;;
736;1;;;;;;285.7142857;;;;;
737;3;;;;;;3175.264643;;;;;
738;1;;;;;;1953.785714;;;;;
739;1;1;8;1;;1;5519.308929;0;9824.236786;0;;3868.679643
740;1;;2;;;;314.6092857;;24739.06429;;;
741;1;;;;;;58.58392857;;;;;
742;1;;;;;;267.5435714;;;;;
743;1;;;;;;1928.705714;;;;;
744;2;;;;;1;7881.311071;;;;;9055.584643
745;1;;;1;;;3688.156786;;;0;;
746;1;;1;;;;16436.32714;;49030.41071;;;
747;1;;;1;;;43.13;;;1459.457143;;
748;1;;;1;;;1155.467143;;;0;;
749;1;;;;;;0.191785714;;;;;
750;1;;;;;1;710.4925;;;;;2893.026786
751;1;;;;;;38.65571429;;;;;
752;1;1;;;;;60.11392857;14680.95429;;;;
753;1;;;;;;16357.57679;;;;;
754;1;;;;;;13.0425;;;;;
755;1;;11;;;;590.4103571;;2165.822857;;;
756;1;;3;1;1;1;1782.36;;2322.801071;250.8803571;966.6189286;3141.9
757;1;;;;;;1202.235;;;;;
758;1;1;;;;;8826.644286;9129.4875;;;;
759;1;;;1;;;0.784285714;;;0;;
760;1;5;;;;;21873.90179;3890.05;;;;
761;1;1;;;;;128.3882143;0;;;;
762;1;;1;;;;1077.346071;;0;;;
763;1;;;1;1;1;5292.179286;;;0;1529.058929;2906.981786
764;1;2;;;;;13436.16429;8.710714286;;;;
765;2;;;;;;4.714285714;;;;;
766;1;;;;;;497.9189286;;;;;
767;1;2;3;;;;0;8036.430714;424.1864286;;;
768;1;;;;1;;1107.243571;;;;992.4075;
769;1;1;;;;;265.3528571;6097.246429;;;;
770;1;;;;;;1.408214286;;;;;
771;1;;2;;;;17.62571429;;0;;;
772;1;1;1;1;;;297.1175;9.593571429;0;0;;
773;1;;;;;;1693.176429;;;;;
774;1;;;1;;2;83.05642857;;;0;;337.7471429
775;2;2;1;1;;1;116.1735714;3774.253929;579084.1079;0;;277.0864286
776;2;1;1;;;;0;10977.92679;11162.43964;;;
777;1;;;;;;484.5646429;;;;;
778;1;;;1;;;3821.465;;;0;;
779;1;;;1;;;567.8696429;;;0;;
780;1;;;1;1;;184.8096429;;;0;641.7617857;
781;1;1;;;;;347.4175;3836.268214;;;;
782;1;2;2;;;;323.6771429;37651.5;69073.49214;;;
783;1;;;;;;4765.473571;;;;;
784;1;;;;;;870.1514286;;;;;
785;1;;;1;;;6478.5075;;;0;;
786;1;2;;;;;1016.5725;4112.396071;;;;
787;1;1;1;;;;1663.055714;6667.519286;14696.50143;;;
788;1;1;2;;;;36.99178571;7139.7625;0;;;
789;1;;6;;;;16.42928571;;2503.260357;;;
790;1;;;1;;;4.027142857;;;0;;
791;1;1;7;1;1;;910.305;3680.094286;8823.257143;0;360.0260714;
792;1;;;;;;9.3025;;;;;
793;1;1;;;;;20.64928571;4004.674286;;;;
794;1;1;1;;1;1;283.2157143;16218.19679;0;;547.7832143;4239.845714
795;1;;1;;;;528.5796429;;12768.21357;;;
796;3;;;;1;1;247.0035714;;;;1109.505714;4632.981786
797;1;1;4;;;;1409.805;26478.28893;3020.640714;;;
798;1;;;;;;134.4014286;;;;;
799;1;;;;;;882.1239286;;;;;
800;1;;1;1;;;660.9817857;;0;0;;
801;1;;;;;;28.57142857;;;;;
802;1;1;3;;;;7.093571429;2645.545714;11587.91036;;;
803;1;;;;;;0;;;;;
804;2;1;;;;;0;12053.17643;;;;
805;1;;;1;;;0.6175;;;354.96;;
806;1;;;;;;0;;;;;
807;1;;;;;;256.4892857;;;;;
808;1;1;18;;;;608.5792857;55.53035714;0;;;
809;1;;;;;1;16.62392857;;;;;3295.807143
810;1;;;1;;1;542.1714286;;;0;;930.3571429
811;1;;;;;;1227.868214;;;;;
812;1;;;;;;6302.067857;;;;;
813;1;1;;1;;;20.41321429;29215.98036;;306.9214286;;
814;1;1;1;;;;2498.932143;3639.594643;308.8821429;;;
815;1;;;;;;4523.646786;;;;;
816;1;;;;;;382.7135714;;;;;
817;1;;3;;;;57.5575;;6083.648571;;;
818;1;;;;;;1381.638571;;;;;
819;1;;;;1;2;325.1242857;;;;2.25;3816.979643
820;1;;;;;;176.4846429;;;;;
821;3;1;;;;;1054.237143;8.158928571;;;;
822;1;1;1;1;;;300.7753571;65263.04429;0;134.3346429;;
823;1;1;;;;;13177.15321;725.6314286;;;;
824;1;1;1;;;;337.6821429;1716.291071;526.7785714;;;
825;1;;;;;;28.57142857;;;;;
826;1;;1;1;1;;0;;62103.26857;0;0;
827;1;;;1;1;;49.19357143;;;0;0.464285714;
828;1;;;;;;0;;;;;
829;1;;;;1;5;183.6614286;;;;2.344642857;1506.501429
830;1;;;;;;21.3625;;;;;
831;1;;1;;;;1440.0525;;0;;;
832;1;;;;;;458.8110714;;;;;
833;1;;;;;;3017.641429;;;;;
834;1;;;1;;1;4430.363214;;;0;;2015.487857
835;1;;;;;;871.5025;;;;;
836;2;;;;;;920.6767857;;;;;
837;1;;;;;;686.4396429;;;;;
838;1;;;1;;;54.48214286;;;0;;
839;1;;;;;;870.7567857;;;;;
840;1;;;;1;;14.71214286;;;;0;
841;1;1;2;;;;1029.658571;0;0;;;
842;1;;;;;;22.13571429;;;;;
843;1;;;;;;80.92857143;;;;;
844;1;;;;;;21.33071429;;;;;
845;1;;;;;;459.5907143;;;;;
846;1;1;2;1;1;;224.0717857;5.000357143;12033.39571;558.7092857;0;
847;1;;;;;;240.9489286;;;;;
848;1;;;;1;;49.75678571;;;;0;
849;1;;;;;;146.8539286;;;;;
850;1;;;;;;43.52321429;;;;;
851;1;1;;1;;;732.9371429;103328.8189;;0;;
852;1;;;;;;357.1457143;;;;;
853;1;1;;1;;;3061.968929;19069.40071;;0;;
854;1;1;4;1;;;1860.239643;851.0614286;342.5960714;0;;
855;1;;1;;;;49.0575;;1171.071429;;;
856;1;;1;;;;660.1114286;;14777.41714;;;
857;1;;;;;;983.3739286;;;;;
858;1;;;;;;660.2478571;;;;;
859;1;;;;;;359.0332143;;;;;
860;1;;;;;;169.9696429;;;;;
861;1;;;;;;736.4207143;;;;;
862;1;;;;;;3.583571429;;;;;
863;1;;;1;1;2;21.93678571;;;0;1.178571429;63.80321429
864;1;;;1;;;23.49607143;;;0;;
865;1;;;;;;591.2628571;;;;;
866;1;;;;;;1751.350714;;;;;
867;1;;;1;;;1097.734286;;;0;;
868;1;;2;;;;0;;848.3725;;;
869;1;1;3;;;;352.8278571;5469.851071;833.2367857;;;
870;1;;;1;;;122.1064286;;;182.9657143;;
871;1;;;;1;2;2853.208214;;;;122.1171429;8660.066071
872;1;;;;;;13775.455;;;;;
873;1;;;;;;107.2625;;;;;
874;1;1;2;1;;;3612.059286;1628.490714;1218.661071;0;;
875;1;;;;;;50.34107143;;;;;
876;1;1;;1;;;5948.005714;7155.010357;;0;;
877;1;;;;;;2163.824643;;;;;
878;1;;22;;;;1519.949286;;617.8335714;;;
879;1;;;;;;3871.886786;;;;;
880;1;;;;;;70.54857143;;;;;
881;2;;;;;;3024.145357;;;;;
882;1;1;1;;;;51.97178571;19147.45464;11207.17321;;;
883;1;;;;;;236.2178571;;;;;
884;1;;;1;;;2250.308214;;;0;;
885;1;;;;;;3641.432143;;;;;
886;1;1;;;;;168.9046429;115074.5336;;;;
887;1;;;;;;402.8014286;;;;;
888;1;;;;;;137.5217857;;;;;
889;1;;;;;;2560.426429;;;;;
890;1;1;;;;;1024.444286;16727.63536;;;;
891;1;;;1;;;1131.623214;;;0;;
892;1;;;1;;;0;;;641.1453571;;
893;1;;;;;;2.468928571;;;;;
894;1;;;1;1;2;354.9828571;;;0;0.714285714;2182.396786
895;1;1;;;;;997.9667857;26797.11929;;;;
896;1;;;;;;1743.738571;;;;;
897;1;1;3;;;;0.755357143;7567.191786;6511.858929;;;
898;1;1;2;;;;2741.898929;1750.5525;563.3707143;;;
899;1;;;;;;1068.936429;;;;;
900;1;;;;;;7.145714286;;;;;
901;1;;;1;1;1;153.9807143;;;803.7907143;983.7857143;9501.474643
902;1;;;;;;13482.23607;;;;;
903;1;;;;;;414.7292857;;;;;
904;1;;;;;;3758.344286;;;;;
905;1;;;;;;4899.048214;;;;;
906;1;;;;;;50.73;;;;;
907;1;;;;;;778.5221429;;;;;
908;1;;;;;;54172.86929;;;;;
909;1;;;1;;1;4.710714286;;;0;;4291.996429
910;1;1;;;1;;3007.753214;1149.505357;;;928.4642857;
911;1;;;1;;;3.257142857;;;0;;
912;1;;;;;;3.496785714;;;;;
913;1;;1;;;;2102.500357;;7975.683571;;;
914;1;;;;;2;2.6075;;;;;12567.02571
915;1;;1;1;;;33.43214286;;13680.27714;175.5996429;;
916;1;1;5;1;1;;7949.006786;554.9710714;2545.743214;470.0514286;1188.786786;
917;1;1;1;;;;9.055;191.3092857;0;;;
918;1;;;;;;1054.802143;;;;;
919;1;;;1;;;254.0117857;;;0;;
920;1;;;;;;111.8703571;;;;;
921;2;;;;;;2691.995714;;;;;
922;1;;;;;;1963.801429;;;;;
923;1;;;;;;96.08928571;;;;;
924;1;;;1;1;;341.5514286;;;0;460.0892857;
925;1;;;;;;527.9432143;;;;;
926;1;;;1;;;2860.802143;;;0;;
927;1;1;1;;;;1897.836071;3104.583929;3904.851786;;;
928;1;;26;;;;10594.5225;;69777.20536;;;
929;1;;;;;;291.1532143;;;;;
930;1;2;;;;;849.1971429;4113.770357;;;;
931;1;;;;;;10349.92;;;;;
932;1;1;7;;;;3060.946071;7537.403214;2116.071429;;;
933;1;;;1;;;1624.863214;;;0;;
934;1;;;1;1;1;1613.846071;;;0;708.2582143;3261.697857
935;1;;;1;;;2430.974643;;;0;;
936;1;;;;;;1973.280714;;;;;
937;1;;;;;;361.5896429;;;;;
938;1;1;2;;;;7.576785714;52743.09071;0;;;
939;1;;;;;;2181.302143;;;;;
940;1;;;;;;0;;;;;
941;1;;;;;;4466.422143;;;;;
942;1;2;3;;;;2841.414286;27797.97964;0;;;
943;1;;;;1;;446.3989286;;;;1.178571429;
944;1;;;;;;764.6896429;;;;;
945;1;;;;;;411.0082143;;;;;
946;1;1;1;;1;;9830.705357;1796.033571;1131.907857;;2.357142857;
947;1;;;;;;1313.165714;;;;;
948;1;;;;;3;2574.7775;;;;;13012.38571
949;1;1;;1;1;;693.7617857;516.1596429;;0;523.8107143;
950;1;;;;;;41.46035714;;;;;
951;2;1;;1;1;;338.365;93895.68786;;0;30.345;
952;1;;;;;1;72.40428571;;;;;1447.709643
953;1;1;;;;;1507.695714;1508.553214;;;;
954;1;1;;;;;32.55928571;1460.8;;;;
955;1;;;;;;3131.223929;;;;;
956;2;;;1;;;3611.397857;;;0;;
957;1;2;;1;;;125.8064286;5069.315714;;664.3207143;;
958;1;;;;1;;648.5142857;;;;511.9364286;
959;1;;;;;;186.0989286;;;;;
960;1;;;;;;515.3353571;;;;;
961;1;;;;;;251.3360714;;;;;
962;1;;;;;;1783.961429;;;;;
963;1;1;1;;;;10607.82286;87931.59893;4991.413571;;;
964;1;;;1;;;2445.966429;;;345.0017857;;
965;4;;;1;1;;319.0475;;;0;1.178571429;
966;1;;;;;;476.2132143;;;;;
967;1;;;;;;886.8014286;;;;;
968;1;;;1;;;158.0389286;;;0;;
969;1;;;;;;10820.70857;;;;;
970;1;1;10;;;;30.57642857;12347.84714;0;;;
971;1;;;;;;28.57142857;;;;;
972;1;1;;;;;2780.945357;3422.092143;;;;
973;1;;;;;;1633.828214;;;;;
974;1;;;;;;6298.261429;;;;;
975;2;;;;;;85.04535714;;;;;
976;1;1;3;;;;16.88214286;1866.035714;9412.839286;;;
977;1;;;;;;2639.308571;;;;;
978;1;1;3;;;;139.8389286;37869.08536;0;;;
979;1;1;;;;;18896.31286;1025.013571;;;;
980;1;;;;;;97.62857143;;;;;
981;1;;;;;;2754.492857;;;;;
982;1;;;;;;1813.520714;;;;;
983;1;1;2;;;;462.2217857;1053.04;0;;;
984;1;;;;;;1049.024643;;;;;
985;1;;;1;;;58.1;;;164.6753571;;
986;1;;;1;1;;469.3117857;;;0;247.37;
987;1;;;;;;21.125;;;;;
988;1;;;;;;705.8725;;;;;
989;3;;;;;;778.1028571;;;;;
990;1;1;;;;;181.4857143;22492.73821;;;;
991;1;;;;;;37.65892857;;;;;
992;1;;;;;;1795.121786;;;;;
993;1;1;3;;;;2.045;5401.167143;0;;;
994;1;;;;;2;2314.613571;;;;;515.4564286
995;1;;;;;;292.9007143;;;;;
996;1;;;;;;5689.675357;;;;;
997;1;2;;;;;273.6860714;9222.918571;;;;
998;1;;;1;1;;2435.475714;;;0;242.6239286;
999;1;;;;;;26.30392857;;;;;
1000;1;;;;;;55934.02036;;;;;
1001;1;;;1;;;714.4475;;;529.8546429;;
1002;1;;;1;1;;115.0228571;;;0;0;
1003;1;;;;;;3465.537143;;;;;
1004;1;;;;;;2107.836786;;;;;
1005;1;;;1;1;1;16.22892857;;;0;2.357142857;983.1507143
1006;1;;;;;;0;;;;;
1007;1;1;4;;;;46.14892857;0.000714286;0;;;
1008;1;2;4;;;;201.5717857;5440.297143;0;;;
1009;1;1;;;;;73.96714286;0.378571429;;;;
1010;1;;;;;;4700.144286;;;;;
1011;1;;;;;;358.8446429;;;;;
1012;1;;;;;;2.7375;;;;;
1013;1;;;;;;443.1457143;;;;;
1014;1;;;;;;10020.61036;;;;;
1015;1;1;;;;;794.4564286;1951.595357;;;;
1016;1;;;1;;1;947.1507143;;;0;;384.9125
1017;1;;;;;;903.6382143;;;;;
1018;1;;;;;1;1400.936786;;;;;1278.5925
1019;1;;;;;;337.4732143;;;;;
1020;1;;;;;;240.9632143;;;;;
1021;1;;;;;;2537.321071;;;;;
1022;1;;;;1;;375.5846429;;;;1055.201071;
1023;1;;;;;;2916.7925;;;;;
1024;1;;;;;;193.04;;;;;
1025;1;;;1;;2;5558.475357;;;707.3932143;;10121.47071
1026;1;;;;;;389.0253571;;;;;
1027;1;;;;;;5265.116786;;;;;
1028;1;;;;;;307.8357143;;;;;
1029;1;;;1;;;2.914285714;;;924.8914286;;
1030;2;1;;;;;8055.420357;37569.46679;;;;
1031;1;;;;;1;173.2639286;;;;;2529.568571
1032;1;;;;;;1114.8675;;;;;
1033;1;1;3;;;;193.5725;10743.74143;0;;;
1034;1;;;;;;158.7689286;;;;;
1035;3;1;1;;;;104.6017857;4644.820714;15094.395;;;
1036;1;1;;;;;819.3517857;32160.16571;;;;
1037;1;;;1;1;;3203.456429;;;0;0.714285714;
1038;1;;;;;;27.03571429;;;;;
1039;1;;;1;;;2.108928571;;;0;;
1040;1;1;4;;;;3135.429643;15743.12036;3678.571429;;;
1041;1;;1;1;1;;22.29107143;;178571.4286;0;30.92857143;
1042;1;;;1;;;13648.45964;;;0;;
1043;1;;;1;;1;658.5878571;;;0;;5781.3475
1044;1;2;1;;;;84.14428571;69302.39286;45697.57214;;;
1045;1;;;1;;;469.4325;;;0;;
1046;1;;;;;;5942.16;;;;;
1047;1;1;2;;;;10.63892857;3286.098214;8152.386429;;;
1048;1;;;1;;;1911.491429;;;0;;
1049;1;;;;;;329.0610714;;;;;
1050;1;;5;;;;113.8096429;;2880.867143;;;
1051;1;;;1;1;1;0;;;0;156.4192857;310.2007143
1052;1;;;;;;1.278571429;;;;;
1053;1;;;;;;107.1428571;;;;;
1054;1;;;;;;1098.023929;;;;;
1055;1;;;;;;838.6396429;;;;;
1056;1;;;;;;283.605;;;;;
1057;1;1;4;;;;1484.750357;232.5767857;1213.928571;;;
1058;1;1;1;;;;431.3464286;6657.720357;4239.060357;;;
1059;1;1;4;;;;819.1517857;1816.0475;210.3571429;;;
1060;1;;;;;;633.7039286;;;;;
1061;1;;;;;;2279.742857;;;;;
1062;1;1;;;;;7.6275;18634.06;;;;
1063;1;;;1;;1;291.1475;;;0;;4116.311429
1064;1;;1;;1;;23.85642857;;52133.855;;0;
1065;1;;;1;;1;1450.235;;;0;;360.3546429
1066;2;;3;;;1;40.19107143;;0;;;3708.253929
1067;1;;;;;1;3813.868929;;;;;4128.4
1068;1;;;;1;;3002.503929;;;;1020.846071;
1069;1;;;;;;12137.77607;;;;;
1070;2;;;1;;;176.8125;;;0;;
1071;1;;;1;1;2;53.39321429;;;0;7.178571429;5414.101786
1072;2;2;;;;;2081.600714;5343.591429;;;;
1073;1;;3;;1;;0;;3091.187143;;1.714642857;
1074;1;;;;;;1218.1325;;;;;
1075;1;;;;;;1021.694643;;;;;
1076;1;1;;;;;142.8571429;56803.30714;;;;
1077;2;1;3;;;;976.5239286;1955.638571;0;;;
1078;1;;;;;;111.1732143;;;;;
1079;1;;;;;;4314.886429;;;;;
1080;1;;;;;;4019.534286;;;;;
1081;1;;;;;;5.342857143;;;;;
1082;1;;;;;;2725.113929;;;;;
1083;2;;1;;;;42.61892857;;759.1507143;;;
1084;1;;;;;;529.0857143;;;;;
1085;1;;;1;;1;0.536071429;;;0;;1384.711429
1086;1;;;;;;2455.771429;;;;;
1087;1;1;18;;;;0;0;3687.26;;;
1088;1;;;;;;2118.586429;;;;;
1089;1;;;;;;6987.590357;;;;;
1090;1;;;1;;;189.7825;;;0;;
1091;1;1;26;;;;7.107142857;0.008928571;0;;;
1092;1;;;;;;0.137857143;;;;;
1093;1;;;;;;12568.63714;;;;;
1094;1;;;;;;89.0225;;;;;
1095;1;;11;;;;1180.3325;;6541.0275;;;
1096;1;;4;;;;341.0192857;;0;;;
1097;1;1;2;;;;914.7375;3849.474643;14285.71429;;;
1098;2;;2;1;1;1;143.1628571;;0;439.355;2382.946071;10628.53357
1099;1;;;;;;87.9175;;;;;
1100;1;;;;;;11.17821429;;;;;
1101;1;1;2;;;;1.438571429;5357.345357;12399.13679;;;
1102;2;;;;;;191.3321429;;;;;
1103;1;;;;1;1;31681.49464;;;;112.2282143;2304.64
1104;1;;;1;1;1;0;;;0;1.178571429;120.6760714
1105;1;;;;;;7445.069286;;;;;
1106;1;;;;;;241.2782143;;;;;
1107;1;1;;1;;;100.9821429;2115.620357;;0;;
1108;1;;;;;;3388.041786;;;;;
1109;1;;;;;;1706.419643;;;;;
1110;1;;;1;;;24.37964286;;;54.335;;
1111;1;1;;;;;65.30785714;10105.82964;;;;
1112;1;2;;;;;42.06607143;28543.7175;;;;
1113;1;;;1;;;9.98;;;293.1821429;;
1114;1;;;1;;1;4102.243214;;;0;;5177.691786
1115;1;;;;;;4069.934286;;;;;
1116;1;1;;1;1;1;124.1653571;0.481071429;;98.28178571;211.1464286;10166.98571
1117;1;;;1;1;2;393.8835714;;;2055.325357;0.714285714;11060.53393
1118;1;;3;1;;;420.8014286;;314723.165;0;;
1119;1;;7;1;;;3352.822143;;0;0;;
1120;1;;;;;;10688.8075;;;;;
1121;1;;;;;;52.52642857;;;;;
1122;1;;;;;;3747.319643;;;;;
1123;1;;;1;;;147.5196429;;;0;;
1124;1;;;;;;4570.134643;;;;;
1125;1;;;;;;401.1625;;;;;
1126;1;;;;;;1969.399286;;;;;
1127;1;;;1;;;1646.416429;;;0;;
1128;1;;;;;;379.3485714;;;;;
1129;1;;;;;;30969.845;;;;;
1130;1;;;1;;;0.448214286;;;1776.065357;;
1131;1;;;1;;;231.2685714;;;0;;
1132;1;;4;1;;;0;;18725.75357;0;;
1133;1;1;1;1;;;1.761071429;35.81214286;36102.20893;0;;
1134;1;;;1;;1;2534.983571;;;0;;4249.217857
1135;1;1;2;1;;;2253.885714;405.6142857;0;166.2071429;;
1136;1;;;;;;12741.82143;;;;;
1137;1;;;;;;232.5589286;;;;;
1138;1;;;1;;;422.6142857;;;0;;
1139;1;;;;;;0;;;;;
1140;1;;;;;;2538.931429;;;;;
1141;1;;;;;;2262.178929;;;;;
1142;1;3;1;;;;5239.471071;255.2389286;113.2167857;;;
1143;1;;;;;;4577.445;;;;;
1144;1;1;2;1;;;1329.598214;0.007142857;6071.720714;0;;
1145;1;;;;;;324.71;;;;;
1146;1;;;1;;;286.7075;;;0;;
1147;1;;;;;;27.19535714;;;;;
1148;1;1;;;1;;83.90107143;569.4092857;;;808.1078571;
1149;1;;;1;;;0;;;62.7025;;
1150;1;;;1;;;6.476071429;;;0;;
1151;1;;;1;;1;35454.3;;;12.34;;1651.299643
1152;1;;;;;;727.3235714;;;;;
1153;1;;1;;;;180.5317857;;17.72857143;;;
1154;1;;;;;;10.64464286;;;;;
1155;1;;;;;;31.78571429;;;;;
