Client;VolumeCred;VolumeCred_CA;TransactionsCred;TransactionsCred_CA;VolumeDeb;VolumeDeb_CA;VolumeDebCash_Card;VolumeDebCashless_Card;VolumeDeb_PaymentOrder;TransactionsDeb;TransactionsDeb_CA;TransactionsDebCash_Card;TransactionsDebCashless_Card;TransactionsDeb_PaymentOrder
745;901.9928571;901.9928571;2;2;1019.571429;1019.571429;785.7142857;0;231.25;6;6;2;0;3
44;0.196428571;0.196428571;1;1;362.6428571;362.6428571;0;0;0;3;3;0;0;0
349;2.408214286;0.0225;2;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
499;485.7153571;485.7153571;5;5;729.5557143;729.5557143;35.71428571;518.1557143;174.4357143;37;37;1;32;3
929;0.000357143;0.000357143;1;1;0;0;0;0;0;0;0;0;0;0
474;723.1857143;723.1857143;2;2;761.8928571;761.8928571;517.8571429;0;240.7857143;12;12;5;0;3
568;18.29928571;0.001071429;4;1;5.928571429;3.571428571;0;0;0;6;2;0;0;0
777;1864.1025;1864.1025;8;8;1372.87;1372.87;96.42857143;492.6914286;780.1785714;36;36;3;20;10
1335;1515.2725;1352.723571;12;9;1326.045357;1163.502143;178.5714286;147.5960714;672.1785714;25;22;2;8;8
488;866.0196429;864.9610714;4;3;695.5725;695.5725;267.8571429;162.8225;263.4285714;22;22;4;8;8
1533;214.2860714;214.2860714;2;2;239.4871429;239.4871429;0;13.78571429;221.2003571;4;4;0;1;1
1052;35.71428571;35.71428571;1;1;0;0;0;0;0;0;0;0;0;0
847;0.015714286;0.015714286;1;1;0.892857143;0.892857143;0;0;0;1;1;0;0;0
233;821.4321429;821.4321429;3;3;6.25;6.25;0;0;0;2;2;0;0;0
1327;275.1553571;139.2864286;3;2;144.1685714;142.3828571;0;0;0;3;2;0;0;0
1537;149.8985714;149.8985714;3;3;466.1285714;466.1285714;121.4285714;181.3071429;160.7142857;19;19;3;13;1
719;250.0021429;250.0021429;2;2;303.3571429;303.3571429;32.14285714;142.6428571;128.5714286;11;11;1;8;2
1545;0.051785714;0.0075;8;1;14.29821429;14.28571429;0;0;0;6;1;0;0;0
1558;388.735;388.735;3;3;545.2685714;545.2685714;375;30.76857143;139.2857143;14;14;7;5;1
83;569.7671429;568.7203571;4;3;225.0714286;225.0714286;0;0;224.3928571;4;4;0;0;3
1427;4.249642857;0.000357143;2;1;0.892857143;0.892857143;0;0;0;1;1;0;0;0
182;606.54;606.54;7;7;962.6625;962.6625;225;578.8057143;158.8567857;43;43;8;32;3
791;1820.933214;464.4342857;11;2;2033.365714;1105.722857;0;692.9285714;0;18;3;0;9;0
465;2970.702857;2895.99;7;3;2968.420357;2946.047857;800;620.9146429;385.25;84;79;25;20;7
1463;727.9296429;727.9296429;4;4;985.3571429;985.3571429;482.1428571;0;499.9642857;14;14;5;0;5
149;635.215;635.215;2;2;629.1071429;629.1071429;0;0;0;2;2;0;0;0
822;676.3707143;601.4339286;5;3;690.0557143;690.0557143;0;293.8414286;210.8571429;22;22;0;15;4
1417;393.42;393.3978571;3;2;303.0357143;303.0357143;192.8571429;0;106.7857143;7;7;3;0;3
961;125.0003571;125.0003571;2;2;128.9857143;128.9857143;0;0;0;3;3;0;0;0
1143;847.8353571;847.8353571;2;2;260.2857143;260.2857143;0;0;257.25;7;7;0;0;6
540;82.18571429;0.014285714;3;1;535.7142857;535.7142857;535.7142857;0;0;1;1;1;0;0
246;1190.157857;1128.182143;5;4;1128.989286;1126.167857;317.8571429;169.9178571;515.3214286;37;36;4;16;14
1200;2621.3525;1872.055357;33;23;3043.395714;1872.055357;392.8571429;315.0910714;53.03571429;51;28;6;9;5
1001;1302.177857;1302.177857;2;2;610.3839286;610.3839286;353.1696429;149.7142857;104.3571429;15;15;4;3;5
1273;1258.206071;1258.206071;4;4;921.7364286;921.7364286;57.14285714;194.5107143;666.69;23;23;2;13;7
625;165.0817857;165.0817857;2;2;180.5357143;180.5357143;178.5714286;0;0;2;2;1;0;0
1571;0.000357143;0.000357143;1;1;2.678571429;2.678571429;0;0;0;2;2;0;0;0
1064;1314.155714;1068.573929;11;5;1216.635;1120.420714;53.57142857;106.1071429;820.9285714;20;14;2;6;7
989;692.0114286;692.0114286;3;3;982.2507143;982.2507143;253.5714286;636.5364286;85;37;37;6;27;3
700;60.71714286;60.71714286;2;2;0.892857143;0.892857143;0;0;0;1;1;0;0;0
1177;8209.624286;8209.624286;9;9;6043.203929;6043.203929;1438.960714;1624.590357;2950.75;75;75;12;37;15
396;428.5717857;428.5717857;2;2;461.8785714;461.8785714;17.85714286;19.02142857;425;6;6;1;3;2
523;132.1432143;132.1432143;3;3;163.6821429;163.6821429;60.71428571;65.64642857;37.32142857;11;11;5;4;2
1159;2501.046071;2500.002857;7;6;4964.964286;2464.964286;1250;0;1211.392857;25;20;5;0;11
890;1394.649286;1394.648214;5;4;1577.507143;1577.507143;0;0;1178.571429;4;4;0;0;1
1432;628.8253571;628.8253571;5;5;590.4992857;590.4992857;306.7857143;152.0014286;125;23;23;7;11;3
441;371.4307143;371.4307143;5;5;311.2607143;311.2607143;25;65.11785714;203.2857143;8;8;2;2;3
922;0.018928571;0.018928571;1;1;4.289285714;4.289285714;0;1.789285714;0;3;3;0;1;0
1218;250.6489286;241.8342857;3;2;3220.535357;6.249642857;0;0;3214.285714;5;2;0;0;3
97;3048.894286;2560.763571;20;14;2644.318571;2314.883214;1057.142857;304.3317857;433.1928571;53;44;9;15;10
1271;865.7125;865.6992857;5;4;1144.831786;1144.831786;125;401.6525;614.7864286;30;30;1;15;13
286;0.003571429;0.003571429;1;1;0;0;0;0;0;0;0;0;0;0
780;1239.380357;789.23;23;16;1109.316786;760.6585714;142.8571429;0;164.8214286;32;15;5;0;5
871;5649.168571;5415.585357;7;3;5755.821071;5713.755;714.2857143;88.53571429;4334.239643;21;16;1;2;8
641;4597.503929;4080.658571;7;6;4871.297857;4354.4525;1428.571429;57.14285714;2340.464286;35;34;4;8;18
17;1309.474643;1309.474643;4;4;5000.515357;5000.515357;803.5714286;168.9260714;4023.767857;33;33;5;7;20
287;541.4475;541.4475;5;5;471.8478571;471.8478571;0;173.4546429;296.9646429;24;24;0;20;3
943;205.9682143;205.9682143;2;2;211.8046429;211.8046429;21.42857143;133.2367857;56.925;15;15;2;11;1
40;0.001071429;0.001071429;1;1;18.03571429;18.03571429;0;0;18.03571429;1;1;0;0;1
260;770.585;770.585;5;5;346.8214286;346.8214286;0;75.39285714;268.0357143;14;14;0;2;11
503;771.4689286;771.4689286;3;3;673.8928571;673.8928571;392.8571429;0;278.4285714;11;11;4;0;4
39;670.2682143;615.5467857;4;3;756.5846429;747.6917857;196.4285714;336.8703571;71.42857143;35;33;1;28;1
881;0.003571429;0.003571429;1;1;107.6071429;107.6071429;107.1428571;0;0;2;2;1;0;0
369;1217.872857;1017.8675;4;3;770.2142857;754.3571429;0;0;457.5714286;8;6;0;0;4
309;0.06;0.06;1;1;3.392857143;3.392857143;0;0;0;1;1;0;0;0
1155;107.1432143;107.1432143;2;2;107.8571429;107.8571429;107.1428571;0;0;3;3;2;0;0
213;403.2525;403.2525;3;3;388.8928571;388.8928571;64.28571429;0;324.6071429;2;2;1;0;1
950;218.2932143;218.2932143;2;2;295.5089286;295.5089286;0;0;292.1160714;5;5;0;0;4
517;570.1578571;570.1578571;2;2;557.8964286;557.8964286;71.42857143;224.1464286;251.1785714;17;17;2;10;3
1455;926.3739286;926.1860714;4;3;28189.35;28189.35;71.42857143;984.5275;27129.21429;32;32;1;23;6
1083;1076.222143;1076.222143;2;2;1078.763214;1078.763214;0;0;0;4;4;0;0;0
1609;75;75;1;1;92.92857143;92.92857143;0;0;92.92857143;2;2;0;0;2
1120;35.71428571;35.71428571;1;1;34.64;34.64;10.71428571;23.92571429;0;2;2;1;1;0
1080;0;0;0;0;0.893928571;0.893928571;0;0;0;1;1;0;0;0
80;25.00035714;25.00035714;2;2;18.62142857;18.62142857;0;18.62142857;0;6;6;0;6;0
646;948.2732143;888.9685714;12;10;898.8360714;839.5607143;42.85714286;32.47035714;704.5;17;15;3;3;5
392;12490.675;8719.966071;12;9;6474.882857;2903.454286;0;329.2757143;2574.178571;19;18;0;2;16
613;0.719642857;0.005357143;2;1;1.428571429;0;0;0;0;2;0;0;0;0
1138;282.1446429;282.1446429;2;2;348.9285714;348.9285714;214.2857143;0;132.1428571;7;7;2;0;4
593;459.7996429;459.7996429;2;2;1142.628571;1142.628571;0;164.0928571;975.1428571;9;9;0;3;5
567;3734.596071;3734.596071;4;4;4495;4495;357.1428571;0;4134.928571;13;13;2;0;10
572;732.0407143;732.0407143;3;3;1914.340714;1914.340714;1107.142857;299.2696429;502.2853571;28;28;5;9;9
71;271.4303571;271.4303571;2;2;301.5;301.5;178.5714286;0;120.3214286;6;6;2;0;3
658;0.0725;0.071071429;5;1;1128.251429;1128.25;0;0;53.57142857;7;3;0;0;1
326;0.022857143;0.022857143;1;1;757.0714286;757.0714286;0;0;752.9642857;3;3;0;0;2
328;1408.476071;1408.476071;2;2;1.964285714;1.964285714;0;0;0;1;1;0;0;0
167;232.8639286;232.8639286;3;3;170.625;170.625;42.85714286;90.73214286;37.03571429;15;15;3;8;4
357;0.002857143;0.002857143;1;1;349.8321429;349.8321429;0;0;0;3;3;0;0;0
413;19345.75464;10941.4525;17;7;12033.85679;9433.315357;1650;1406.112857;8049.535714;69;35;12;16;25
30;4911.420357;4839.809643;10;5;3119.271786;2822.118214;528.5714286;378.5357143;2128.636786;44;19;4;26;9
1382;1411.150714;1006.875357;27;20;1424.178929;971.7325;189.2857143;215.1;160.6785714;32;20;1;8;3
1573;3912.39;1822.768571;22;10;2271.465714;1227.413929;125;256.8389286;806.0357143;46;19;6;18;8
156;1830.454643;1826.049286;7;5;4655.535714;4655.535714;0;0;1012.678571;8;8;0;0;6
937;378.0742857;378.0742857;2;2;433.0357143;433.0357143;107.1428571;0;322.6428571;8;8;1;0;6
1561;1250.163571;1142.859643;6;4;1964.546786;1285.975357;246.4285714;670.1289286;104.75;21;19;2;12;1
1525;1758.315714;1744.774643;4;2;998.0253571;998.0253571;0;0;994.2039286;9;9;0;0;8
1171;515.7878571;515.7878571;4;4;421.8214286;421.8214286;60.71428571;238.8928571;121.7857143;10;10;2;3;4
1484;1355.088571;1355.088571;5;5;768.625;768.625;107.1428571;302.4464286;357.7857143;23;23;1;16;5
534;2227.931429;2227.931429;17;17;2113.277857;2113.277857;0;463.0696429;1649.029643;24;24;0;4;19
797;1778.666429;1061.265;8;5;1478.821071;1478.821071;857.1428571;0;545.1782143;15;15;2;0;11
1290;390.7153571;390.7153571;6;6;264.0535714;264.0535714;0;70.91071429;186;8;8;0;6;1
1493;989.5010714;989.5010714;4;4;1079.341071;1079.341071;428.5714286;244.0732143;284.8928571;26;26;4;11;8
98;153.5721429;153.5721429;5;5;236.5885714;236.5885714;0;7.16;226.0357143;7;7;0;1;5
699;1033.496071;778.37;8;6;661.4832143;566.1260714;89.28571429;0;216.8928571;13;10;2;0;5
543;0.000714286;0.000714286;1;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
1451;107.1457143;107.1457143;2;2;304.0685714;304.0685714;250;54.06857143;0;2;2;1;1;0
1189;324.3660714;323.2625;3;2;233.4642857;233.4642857;178.5714286;0;53.57142857;4;4;1;0;1
1347;403.5607143;403.5607143;4;4;425.9642857;425.9642857;357.1428571;0;65.42857143;8;8;3;0;4
1578;470.5042857;470.5042857;2;2;586.9057143;586.9057143;89.28571429;160.5128571;333.7142857;22;22;2;12;7
436;1205.715;1205.715;6;6;1136.5;1136.5;660.7142857;52.71428571;420.0357143;17;17;6;2;4
35;0.039642857;0.039642857;1;1;698.2428571;698.2428571;107.1428571;290.4928571;245.7857143;21;21;6;9;4
362;2119.220357;1590.465714;21;18;2208.137857;1672.422857;214.2857143;238.5892857;443.1428571;46;30;4;15;5
997;571.3096429;548.645;5;4;3099.310714;599.3107143;392.8571429;107.8464286;96.42857143;12;11;3;4;2
263;76.78714286;76.78714286;3;3;256.0714286;256.0714286;135.7142857;2.5;117.8571429;5;5;2;1;2
1324;358.5242857;357.145;3;2;22.78571429;22.78571429;0;0;21.46428571;3;3;0;0;2
1170;866.2775;865.7514286;4;3;752.2857143;752.2857143;107.1428571;0;642.8571429;8;8;3;0;3
525;442.7532143;442.2196429;4;3;881.2857143;881.2857143;357.1428571;0;519.75;6;6;1;0;4
275;592.0360714;592.0360714;5;5;611.9285714;611.9285714;182.1428571;0;417.4285714;13;13;5;0;2
227;52.4225;0.003214286;2;1;0;0;0;0;0;0;0;0;0;0
256;1492.993929;1443.505;4;2;612.2060714;612.2060714;107.1428571;262.3528571;0;14;14;2;7;0
856;0.000357143;0.000357143;1;1;0;0;0;0;0;0;0;0;0;0
601;2363.577857;2357.148929;4;2;2875.392857;518.25;0;380.75;137.5;6;5;0;4;1
598;835.7310714;691.8667857;14;10;550.9125;485.1660714;74.28142857;170.6275;95.21428571;38;32;4;18;1
501;356.2885714;352.1092857;3;2;163.0357143;163.0357143;0;0;161.7142857;3;3;0;0;2
1357;14.28571429;14.28571429;1;1;14.28571429;14.28571429;14.28571429;0;0;1;1;1;0;0
1147;673.8225;673.8225;6;6;648.3921429;648.3921429;10.71428571;0;633.9635714;17;17;1;0;15
812;0.002857143;0.002857143;1;1;2.5;2.5;0;0;0;2;2;0;0;0
102;4160.701071;2840.979643;38;33;4245.904643;2803.675714;232.1428571;786.3367857;202.2496429;86;58;4;38;6
482;1164.288214;1164.288214;4;4;494.9642857;494.9642857;35.71428571;265.3214286;193.9285714;16;16;1;11;4
55;1124.046071;1124.046071;5;5;1104.178571;1104.178571;0;0;1098.5;13;13;0;0;6
66;2135.977143;0.017857143;9;1;12005.12964;9965.385714;0;962.9582143;0;23;5;0;14;0
1319;738.46;738.46;2;2;970.5607143;970.5607143;0;0;210;8;8;0;0;3
81;0.073214286;0.073214286;1;1;3.392857143;3.392857143;0;0;0;1;1;0;0;0
1165;385.7160714;385.7160714;3;3;343.7482143;343.7482143;78.57142857;93.74821429;171.4285714;22;22;6;13;3
1027;478.82;478.82;2;2;462.7439286;462.7439286;0;73.61857143;385.5182143;18;18;0;12;5
531;0.002142857;0.002142857;1;1;107.9857143;107.9857143;71.42857143;36.55714286;0;10;10;1;9;0
1097;1711.493929;1693.219286;4;3;799.3678571;799.3678571;178.5714286;87.975;532.8214286;9;9;1;6;2
712;999.0375;683.7485714;8;5;948.7114286;683.7485714;346.4285714;0;0;10;5;1;0;0
1379;759.1217857;759.1217857;3;3;684.0317857;684.0317857;71.42857143;85.17464286;527.4285714;22;22;2;10;10
863;2284.4875;1621.39;23;14;3678.240357;2135.096429;642.8571429;1120.185714;805.3571429;55;23;7;18;8
1409;402.9028571;402.9028571;2;2;103.4642857;103.4642857;0;0;100.0714286;3;3;0;0;2
59;449.7532143;449.7532143;2;2;85.44285714;85.44285714;0;0;0;2;2;0;0;0
819;918.7039286;826.2892857;5;2;386.0582143;377.1296429;0;168.4867857;46.42857143;12;9;0;5;2
1549;7446.471429;285.8028571;10;2;8567.436429;8567.338214;0;84.90964286;8477.5;14;9;0;1;6
414;838.1967857;828.2978571;5;4;402.75;402.75;0;0;399.0714286;5;5;0;0;4
947;35.71464286;35.71464286;2;2;35.74285714;35.74285714;7.142857143;27.35;0;6;6;1;4;0
823;3214.316071;3214.316071;2;2;3481.531071;3481.531071;0;1800.720357;230.8214286;52;52;0;44;5
918;0.001428571;0.001428571;1;1;40.75;40.75;0;0;38.57142857;2;2;0;0;1
769;2.491428571;0.006785714;2;1;864.3928571;864.3928571;0;0;861.8928571;8;8;0;0;7
988;410.7192857;410.7192857;2;2;387.7582143;387.7582143;178.5714286;46.86535714;157.1428571;7;7;1;2;3
761;838.6692857;731.4303571;7;5;716.1432143;573.2860714;78.57142857;117.4646429;375.8214286;21;20;4;9;6
1594;882.075;882.075;2;2;823.3210714;823.3210714;714.2857143;0;105.2139286;8;8;2;0;5
775;8126.133929;3868.279286;39;24;8018.566786;3906.680714;342.8571429;203.7267857;1166.0475;57;27;2;5;10
491;6029.955357;3751.715357;63;48;5773.601071;3751.715357;0;101.3460714;1696.068571;96;48;0;6;33
966;0;0;0;0;0.893928571;0.893928571;0;0;0;1;1;0;0;0
784;824.4085714;824.4085714;3;3;1127.25;1127.25;892.8571429;231.3571429;0;15;15;7;2;0
295;772.4007143;772.4007143;2;2;1095.429286;1095.429286;1071.428571;0;21.82214286;4;4;2;0;1
262;973.71;973.71;2;2;506.8321429;506.8321429;35.71428571;46.54642857;417.4285714;13;13;1;1;10
574;3456.748929;2224.066786;19;14;3242.418929;2116.923929;725;0;21.5;24;12;4;0;2
1362;449.4085714;427.7610714;6;2;580.8553571;577.4485714;410.7142857;132.3771429;12.67857143;23;20;6;10;1
692;1092.632857;930.5321429;13;10;1142.713929;980.6467857;71.42857143;120.3928571;567.0103571;31;25;2;9;9
399;0.003214286;0.003214286;1;1;0.892857143;0.892857143;0;0;0;1;1;0;0;0
744;1380.643929;1296.896071;4;3;1395.894286;1384.608571;71.42857143;247.0014286;868.75;37;35;2;12;19
1267;1284.863929;1028.784643;17;12;1238.068571;1028.784643;600;0;83.53571429;32;19;5;0;4
1314;640.7721429;469.4792857;11;8;505.2742857;432.3671429;146.4285714;33.28857143;77.60714286;22;18;4;5;3
1045;107.1542857;107.1542857;3;3;462.7178571;462.7178571;0;0;247.1428571;7;7;0;0;3
1586;210.2146429;210.2146429;3;3;210.4035714;210.4035714;92.85714286;27.01071429;0;5;5;2;1;0
384;87.50035714;87.50035714;2;2;88.44392857;88.44392857;50;37.3725;1.071428571;8;8;2;5;1
704;213.3807143;213.3807143;3;3;379.3928571;379.3928571;0;0;267.7142857;5;5;0;0;3
786;609.4010714;608.0382143;3;2;161.1514286;161.1514286;0;160.2585714;0;17;17;0;16;0
419;1406.490714;934.3846429;7;5;1404.483571;934.3846429;0;0;0;9;5;0;0;0
917;637.1457143;635.9525;5;4;1283.071429;1283.071429;785.7142857;127.8928571;369.25;14;14;3;3;7
814;1237.548571;1222.448929;4;3;403.1785714;403.1785714;17.85714286;0;384.6785714;11;11;1;0;9
60;356.4042857;356.4042857;2;2;1.964285714;1.964285714;0;0;0;1;1;0;0;0
467;223.0225;223.0225;6;6;227.3571429;227.3571429;0;0;225.3928571;3;3;0;0;2
1490;919.2446429;517.8614286;9;4;680.9246429;287.1071429;0;392.3889286;286.6785714;13;5;0;6;4
651;51.29892857;28.15071429;3;2;604.4642857;604.4642857;0;0;562;5;5;0;0;3
1066;1397.010357;1225.663214;6;5;931.1646429;929.3789286;0;0;739.4146429;13;12;0;0;9
755;619.9271429;619.9271429;2;2;607.75;607.75;107.1428571;0;138.7142857;6;6;1;0;3
908;0.201785714;0.201785714;1;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
1520;500.0139286;500.0139286;2;2;360.2571429;360.2571429;0;0;0;3;3;0;0;0
281;2708.711071;2708.711071;2;2;1388.214286;1361.928571;771.4285714;230.1785714;385.2857143;11;10;4;3;2
933;1417.861429;1417.861429;5;5;579.9289286;579.9289286;35.71428571;276.3932143;267.8214286;19;19;1;14;4
99;1807.352857;1807.352857;5;5;1669.236429;1669.236429;0;951.415;698.7142857;34;34;0;17;15
1388;900.745;900.5092857;4;3;932.2860714;932.2860714;785.7142857;0;143.3217857;17;17;6;0;6
1020;0.001785714;0.001785714;1;1;0;0;0;0;0;0;0;0;0;0
934;950.7153571;907.2246429;5;3;911.9975;904.3546429;535.7142857;44.10464286;239.0714286;29;25;8;4;5
967;4622.691786;4622.691786;9;9;6446.189286;6446.189286;0;0;4300.975;15;15;0;0;13
473;1190.708214;1071.433571;3;2;1063.914286;1061.807143;357.1428571;526.7357143;0;20;19;4;13;0
352;421.7639286;413.0110714;4;2;424.2260714;424.2260714;142.8571429;196.6903571;81.28571429;14;14;1;8;4
916;1096.838929;1095.388214;6;4;642.7414286;642.7414286;0;2.67;623.8928571;16;16;0;3;10
1579;4713.645357;4665.335714;4;3;3276.093214;3276.093214;1571.428571;914.9503571;787.2142857;25;25;5;10;8
1396;410.7314286;410.7314286;2;2;695.9821429;695.9821429;457.1428571;0;235.4464286;9;9;3;0;5
981;0.000357143;0.000357143;1;1;14.28571429;14.28571429;14.28571429;0;0;1;1;1;0;0
1464;757.3003571;699.8832143;12;8;479.1289286;421.8182143;0;0;361.0082143;18;16;0;0;11
652;767.0467857;767.0467857;2;2;303.01;303.01;177.81;64.27142857;60.71428571;12;12;2;6;3
1212;4107.189643;4107.189643;3;3;337.7107143;337.7107143;0;0;0;3;3;0;0;0
471;464.2960714;464.2960714;3;3;315.7707143;315.7707143;239.2857143;76.485;0;14;14;7;7;0
199;1480.593929;1460.473214;4;3;1171.263571;1166.977857;214.2857143;130.6135714;487.5357143;43;41;4;12;3
423;298.9546429;298.9546429;1;1;292.635;292.635;0;0;0;3;3;0;0;0
1488;896.8803571;815.8592857;5;4;696.1482143;689.3625;303.5714286;67.1125;157.1071429;24;22;6;8;4
320;0.007142857;0.007142857;1;1;0.893928571;0.893928571;0;0;0;1;1;0;0;0
742;571.4289286;571.4289286;2;2;567.4142857;567.4142857;0;0;142.8571429;4;4;0;0;1
1591;2064.840714;1524.1675;10;8;2517.090714;1528.6375;0;0;985.3571429;15;8;0;0;5
137;447.1128571;447.1128571;2;2;503.9807143;503.9807143;178.5714286;255.9092857;67.42857143;11;11;1;6;3
1297;412.0060714;412.0060714;2;2;560.2607143;560.2607143;210.7142857;207.9035714;140.2142857;31;31;7;18;5
874;11553.49464;11537.64607;7;4;11369.86179;11356.88179;0;16.12035714;11324.48393;17;16;0;1;12
1004;107.1442857;107.1442857;2;2;304.6178571;304.6178571;0;0;0;4;4;0;0;0
1046;214.2867857;214.2867857;2;2;156.4371429;156.4371429;0;0;0;4;4;0;0;0
1038;0.006071429;0.006071429;1;1;0;0;0;0;0;0;0;0;0;0
1161;143.5732143;143.0407143;3;2;53.57142857;53.57142857;53.57142857;0;0;1;1;1;0;0
42;643.1878571;643.1878571;4;4;546.6428571;546.6428571;178.5714286;68.53571429;296.0714286;9;9;1;1;6
12;466.8003571;466.8003571;3;3;770.2510714;770.2510714;285.7142857;393.6082143;87.53571429;19;19;1;13;4
1252;134.2367857;134.15;4;3;534.3571429;534.3571429;357.1428571;0;177;3;3;1;0;1
1383;551.69;548.4903571;3;2;753.5357143;753.5357143;714.2857143;0;35.71428571;5;5;1;0;2
420;5620.5425;3085.586429;5;3;4114.837857;4114.837857;1428.571429;0;2686.052143;6;6;2;0;3
694;1028.265;927.1357143;5;3;754.7821429;754.7821429;232.1428571;182;16.96428571;12;12;4;3;1
785;14587.09643;14092.65571;24;20;2603.055357;2109.55;571.4285714;330.7521429;709;36;29;3;11;8
250;3460.529286;3460.529286;5;5;2245.562857;2245.562857;635.1446429;1043.137143;0;24;24;2;17;0
1566;628.2885714;628.2885714;3;3;414.075;414.075;0;168.9678571;241.2857143;12;12;0;7;4
1234;7.143214286;7.143214286;2;2;21.42857143;21.42857143;21.42857143;0;0;2;2;2;0;0
829;1672.255714;1444.895;12;8;1339.893571;1328.072143;178.5714286;196.7328571;597.1428571;34;31;4;9;14
619;493.24;484.5985714;4;2;180.7225;180.7225;0;0;180.7225;2;2;0;0;2
1154;418.9014286;418.9014286;2;2;269.6035714;269.6035714;71.42857143;132.925;62.64285714;11;11;1;6;3
455;3024.153929;1683.008214;24;10;2577.418571;1682.997143;0;382.4396429;374.4285714;47;10;0;24;6
1577;269.1078571;269.1078571;3;3;272.6;272.6;0;0;0;3;3;0;0;0
1304;536.6796429;536.6796429;2;2;543.2492857;543.2492857;285.7142857;0;254.9278571;9;9;1;0;7
432;366.4189286;357.1542857;6;3;383.1957143;383.0975;0;228.4546429;154.6428571;18;17;0;14;3
1506;637.9307143;417.9475;16;12;626.5021429;417.9475;0;0;195.25;21;12;0;0;7
1310;510.8703571;510.8703571;3;3;1002.671429;1002.671429;0;0;991.9571429;16;16;0;0;14
760;2937.783571;2918.663571;8;7;2046.159286;2046.159286;1285.714286;541.3378571;218.4642857;25;25;4;12;8
1523;1555.075;1555.075;6;6;1554.396429;1554.396429;0;0;1086.607143;11;11;0;0;8
708;2.178571429;2.178571429;1;1;22.08571429;22.08571429;14.28571429;7.8;0;3;3;1;2;0
1148;7451.794643;7436.734643;4;3;1346.428571;1346.428571;0;0;1328.571429;4;4;0;0;3
1372;21.73178571;0.002857143;2;1;0;0;0;0;0;0;0;0;0;0
732;329.6389286;328.8971429;3;2;450.1571429;450.1571429;0;315.9071429;129.7142857;9;9;0;4;4
1173;557.9289286;557.9289286;4;4;562.1071429;562.1071429;557.1428571;0;0;6;6;3;0;0
29;199.4935714;192.6217857;5;4;385.2435714;192.6217857;92.85714286;0;89.28571429;8;4;1;0;1
446;800.9296429;800.9296429;2;2;377;377;357.1428571;0;17.67857143;4;4;1;0;2
1592;0;0;0;0;4.107142857;4.107142857;0;0;0;1;1;0;0;0
1384;847.4782143;845.97;6;2;652.9621429;651.5335714;178.5714286;146.8264286;325.2071429;14;12;1;5;4
642;5.112857143;4.674642857;3;2;6576.507143;6576.507143;6428.571429;147.9357143;0;15;15;9;6;0
1150;373.4964286;243.2607143;7;5;361.5214286;243.2607143;0;0;0;9;5;0;0;0
718;1075.414643;826.0521429;13;10;873.9603571;826.0521429;382.1428571;0;35.71428571;24;15;3;0;1
378;2567.296071;2567.187857;3;2;1556.885714;1556.885714;0;62.77857143;1490.392857;8;8;0;1;5
1108;17.8575;17.8575;2;2;6.428571429;6.428571429;0;5.964285714;0;2;2;0;1;0
1098;10117.81571;6732.934286;19;12;8662.187857;7661.514286;767.8571429;255.0985714;4195.678571;47;29;2;12;24
1414;2695.957143;301.3728571;5;3;2498.607143;2498.607143;103.5714286;0;2392.857143;4;4;1;0;1
1096;714.2928571;714.2928571;2;2;505.4857143;505.4857143;0;0;0;3;3;0;0;0
617;0.013928571;0.013928571;1;1;1.964285714;1.964285714;0;0;0;1;1;0;0;0
882;418.0507143;416.8628571;3;2;1020.282143;1020.282143;0;281.0321429;736.75;14;14;0;8;5
728;443.0978571;443.0978571;2;2;27.39285714;27.39285714;0;0;25;3;3;0;0;2
1453;1633.836429;1109.768214;21;19;1616.6075;1109.768214;71.42857143;123.8428571;387.1785714;36;19;2;3;11
151;1688.0925;1683.585;6;5;1985.602857;1985.602857;321.4285714;294.9242857;1364.607143;18;18;2;6;8
864;1095.303214;1095.303214;2;2;787.8928571;787.8928571;785.7142857;0;0;5;5;3;0;0
623;5226.257857;5226.257857;5;5;4476.527857;4476.527857;0;343.9207143;4129.785714;26;26;0;16;9
872;1967.900714;1967.900714;2;2;1650.621071;1650.621071;332.1428571;174.3710714;1123.321429;29;29;3;11;10
1054;1616.306071;1616.306071;2;2;1893.565357;1893.565357;178.5714286;150.2796429;1550.428571;21;21;1;10;8
201;475.3592857;475.3592857;2;2;837.0035714;837.0035714;464.2857143;0;0;6;6;3;0;0
851;0.011071429;0.011071429;1;1;1312.653214;1312.653214;792.6646429;501.2046429;0;43;43;4;34;0
626;791.2578571;791.2578571;3;3;427.0607143;427.0607143;78.57142857;164.2035714;173.3571429;13;13;2;7;2
1247;628.2882143;627.0635714;5;4;1012.873929;1012.873929;357.1428571;274.5525;375.9285714;26;26;1;4;19
721;1197.484286;1190.446429;6;5;1147.9;1147.9;178.5714286;151.9535714;813.875;17;17;1;4;11
206;371.4371429;0;3;0;755.5357143;0;0;0;41.25;3;0;0;0;2
1399;1988.645357;1632.653929;14;4;1680.815357;1461.696786;57.14285714;136.5639286;931.2903571;58;21;3;27;8
1424;0.010714286;0.010714286;1;1;828.8928571;828.8928571;0;0;824.2142857;4;4;0;0;3
