,Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,Age,Tenure,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,credit-debit,Sex__F,Sex__M
391,416,1,0.0,0.0,0.0,0.0,0.0,906.5260714,0.0,0.0,0.0,0.0,0.0,44,95,1.0,0.0,0.0,10.36303571,0.0,0.0,5704.231786,5704.231786,5.0,5.0,185.3928571,185.3928571,28.57142857,156.8214286,0.0,25.0,25.0,4.0,21.0,0.0,5518.838928900001,1,0
392,417,1,0.0,0.0,1.0,0.0,0.0,621.9010714,0.0,0.0,243.4,0.0,0.0,33,183,0.0,0.0,1.0,0.0,0.0,36.05071429,712.5778571,712.5778571,4.0,4.0,805.065,805.065,53.57142857,156.7792857,594.7142857,16.0,16.0,1.0,8.0,7.0,-92.4871429000001,1,0
393,418,1,0.0,0.0,0.0,0.0,0.0,435.6671429,0.0,0.0,0.0,0.0,0.0,28,8,0.0,0.0,0.0,0.0,0.0,0.0,627.6103571,627.6103571,2.0,2.0,1082.210714,1082.210714,1078.282143,0.0,0.0,9.0,9.0,6.0,0.0,0.0,-454.60035690000007,0,1
395,420,1,1.0,1.0,0.0,0.0,0.0,0.0,57822.75714,0.0,0.0,0.0,0.0,47,74,0.0,1.0,0.0,0.0,6.785714286,0.0,5620.5425,3085.586429,5.0,3.0,4114.837857,4114.837857,1428.571429,0.0,2686.052143,6.0,6.0,2.0,0.0,3.0,1505.7046429999991,0,1
396,421,1,0.0,0.0,0.0,0.0,1.0,7074.069286,0.0,0.0,0.0,0.0,4850.017143,28,110,0.0,0.0,1.0,0.0,0.0,10.67857143,785.4071429,739.3632143,3.0,2.0,796.1821429,789.9678571,146.4285714,267.9678571,280.5,37.0,35.0,5.0,17.0,7.0,-10.774999999999977,0,1
397,422,1,1.0,1.0,0.0,0.0,0.0,502.4460714,92.50607143,0.0,0.0,0.0,0.0,27,160,0.0,0.0,1.0,0.0,0.0,1.071428571,1235.768214,1232.805714,4.0,3.0,1471.892857,1471.892857,535.7142857,0.0,936.1785714,8.0,8.0,1.0,0.0,7.0,-236.1246430000001,1,0
399,424,1,1.0,1.0,0.0,0.0,0.0,17234.89214,18231.785,1964.695714,0.0,0.0,0.0,40,31,0.0,0.0,0.0,0.0,0.0,0.0,107703.8043,54128.37929,7.0,5.0,59500.9325,59500.9325,357.1428571,159.4928571,3435.357143,35.0,35.0,1.0,2.0,21.0,48202.8718,1,0
400,425,1,0.0,0.0,0.0,0.0,0.0,1313.513214,0.0,0.0,0.0,0.0,0.0,72,150,0.0,0.0,0.0,0.0,0.0,0.0,465.0207143,465.0207143,3.0,3.0,436.1432143,436.1432143,250.0,0.0,185.7146429,6.0,6.0,1.0,0.0,4.0,28.877499999999998,0,1
403,428,2,0.0,0.0,0.0,0.0,0.0,3779.613214,0.0,0.0,0.0,0.0,0.0,49,102,0.0,1.0,0.0,0.0,2.714285714,0.0,560.6892857,560.6892857,3.0,3.0,1242.783929,1242.783929,714.2857143,0.0,525.7839286,12.0,12.0,3.0,0.0,7.0,-682.0946432999999,0,1
408,433,2,0.0,0.0,0.0,0.0,0.0,114.6428571,0.0,0.0,0.0,0.0,0.0,43,183,0.0,0.0,0.0,0.0,0.0,0.0,714.2885714,714.2885714,2.0,2.0,390.7142857,390.7142857,0.0,0.0,387.1071429,13.0,13.0,0.0,0.0,12.0,323.5742857,1,0
409,434,1,0.0,0.0,0.0,0.0,0.0,2469.842857,0.0,0.0,0.0,0.0,0.0,64,130,0.0,0.0,0.0,0.0,0.0,0.0,173.2117857,173.2117857,3.0,3.0,174.0107143,174.0107143,71.42857143,9.510714286,92.85714286,8.0,8.0,4.0,2.0,1.0,-0.7989285999999822,0,1
411,436,1,0.0,0.0,0.0,0.0,0.0,40.60071429,0.0,0.0,0.0,0.0,0.0,27,70,0.0,0.0,0.0,0.0,0.0,0.0,1205.715,1205.715,6.0,6.0,1136.5,1136.5,660.7142857,52.71428571,420.0357143,17.0,17.0,6.0,2.0,4.0,69.21499999999992,0,1
412,437,1,0.0,0.0,0.0,0.0,0.0,3.4275,0.0,0.0,0.0,0.0,0.0,45,58,1.0,0.0,0.0,54.33035714,0.0,0.0,1900.489643,1900.489643,12.0,12.0,3.392857143,3.392857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1897.096785857,1,0
413,438,1,0.0,0.0,0.0,0.0,0.0,8206.767143,0.0,0.0,0.0,0.0,0.0,30,217,0.0,1.0,1.0,0.0,4.285714286,18.1725,536.4296429,536.4296429,3.0,3.0,480.6857143,480.6857143,300.0,89.00714286,89.28571429,17.0,17.0,4.0,8.0,2.0,55.743928600000004,1,0
416,441,1,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,46,0,0.0,0.0,1.0,0.0,0.0,6.25,371.4307143,371.4307143,5.0,5.0,311.2607143,311.2607143,25.0,65.11785714,203.2857143,8.0,8.0,2.0,2.0,3.0,60.16999999999996,0,1
417,443,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1038.696786,30,73,0.0,0.0,0.0,0.0,0.0,0.0,806.755,696.16,3.0,2.0,965.8928571,963.7857143,178.5714286,0.0,661.6785714,11.0,10.0,1.0,0.0,7.0,-159.13785710000002,0,1
418,444,1,0.0,0.0,0.0,0.0,1.0,494.055,0.0,0.0,0.0,0.0,608.9953571,63,250,0.0,0.0,1.0,0.0,0.0,12.04607143,222.2121429,117.8575,3.0,2.0,124.3214286,117.8214286,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,97.8907143,0,1
419,445,1,0.0,2.0,0.0,0.0,0.0,2.563928571,0.0,0.0,0.0,0.0,0.0,21,15,1.0,0.0,0.0,1.368392857,0.0,0.0,0.157142857,0.157142857,1.0,1.0,0.892857143,0.892857143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.735714286,0,1
420,446,1,0.0,0.0,0.0,0.0,0.0,13956.805,0.0,0.0,0.0,0.0,0.0,27,181,0.0,0.0,0.0,0.0,0.0,0.0,800.9296429,800.9296429,2.0,2.0,377.0,377.0,357.1428571,0.0,17.67857143,4.0,4.0,1.0,0.0,2.0,423.9296429,1,0
421,447,1,0.0,0.0,0.0,0.0,0.0,2418.475,0.0,0.0,0.0,0.0,0.0,30,176,0.0,0.0,1.0,0.0,0.0,9.916785714,262.5010714,262.5010714,3.0,3.0,587.2467857,587.2467857,0.0,23.82035714,563.4264286,6.0,6.0,0.0,4.0,2.0,-324.74571430000003,1,0
422,448,1,1.0,5.0,1.0,0.0,0.0,39.75107143,0.013571429,2989.453929,0.0,0.0,0.0,23,159,1.0,1.0,1.0,1.710892857,213.2928571,22.42464286,1534.432857,1533.772143,6.0,5.0,1372.633929,1372.633929,367.8571429,0.0,986.2767857,33.0,33.0,12.0,0.0,9.0,161.79892799999993,1,0
423,449,1,0.0,0.0,1.0,0.0,0.0,16109.62857,0.0,0.0,0.0,0.0,0.0,18,20,0.0,1.0,0.0,0.0,0.893928571,0.0,4144.777143,2744.445714,30.0,27.0,3922.498214,2713.767143,757.1428571,7.246428571,221.3214286,55.0,31.0,9.0,2.0,8.0,222.27892900000006,0,1
424,450,1,0.0,0.0,0.0,0.0,0.0,2.857857143,0.0,0.0,0.0,0.0,0.0,76,29,0.0,1.0,1.0,0.0,5.179642857,15.18428571,223.5725,223.5725,4.0,4.0,474.2421429,474.2421429,142.1232143,178.3867857,152.875,15.0,15.0,8.0,2.0,1.0,-250.66964289999999,1,0
425,451,1,0.0,7.0,0.0,1.0,0.0,6.699285714,0.0,538.1303571,0.0,13.07142857,0.0,62,152,0.0,0.0,1.0,0.0,0.0,3.261071429,3.568214286,0.007142857,5.0,1.0,250.8810714,248.5239286,0.0,0.0,243.0357143,12.0,8.0,0.0,0.0,6.0,-247.312857114,0,1
426,452,2,0.0,0.0,0.0,0.0,0.0,4474.592143,0.0,0.0,0.0,0.0,0.0,74,0,0.0,1.0,0.0,0.0,1.964285714,0.0,0.018928571,0.018928571,1.0,1.0,62.89285714,62.89285714,0.0,0.0,58.07142857,2.0,2.0,0.0,0.0,1.0,-62.873928569,1,0
427,453,1,1.0,3.0,0.0,0.0,0.0,605.08,26022.27464,1825.093571,0.0,0.0,0.0,23,83,0.0,0.0,0.0,0.0,0.0,0.0,2003.296071,2003.238214,4.0,3.0,2670.389286,2670.389286,357.1428571,174.5357143,2125.821429,10.0,10.0,1.0,2.0,6.0,-667.0932150000001,1,0
429,455,1,2.0,0.0,0.0,1.0,0.0,33553.8475,1073.403571,0.0,0.0,530.3564286,0.0,32,15,0.0,1.0,1.0,0.0,18.29214286,10.57142857,3024.153929,1683.008214,24.0,10.0,2577.418571,1682.997143,0.0,382.4396429,374.4285714,47.0,10.0,0.0,24.0,6.0,446.7353579999999,1,0
431,457,1,0.0,0.0,1.0,0.0,0.0,427.5753571,0.0,0.0,0.0,0.0,0.0,73,0,0.0,0.0,0.0,0.0,0.0,0.0,2959.581429,2004.256786,17.0,14.0,2703.709643,2004.256786,464.2857143,100.8642857,335.8214286,27.0,16.0,2.0,5.0,3.0,255.8717859999997,1,0
435,462,1,0.0,0.0,1.0,0.0,0.0,570.3421429,0.0,0.0,104.0114286,0.0,0.0,23,26,0.0,0.0,0.0,0.0,0.0,0.0,1201.848571,851.9428571,5.0,3.0,1195.455357,847.0128571,421.4285714,0.0,71.85714286,10.0,9.0,3.0,0.0,3.0,6.3932139999999436,1,0
438,465,1,0.0,0.0,0.0,1.0,0.0,1.708571429,0.0,0.0,0.0,1.178571429,0.0,27,43,0.0,1.0,0.0,0.0,8.0,0.0,2970.702857,2895.99,7.0,3.0,2968.420357,2946.047857,800.0,620.9146429,385.25,84.0,79.0,25.0,20.0,7.0,2.2825000000002547,1,0
439,466,1,1.0,0.0,0.0,0.0,0.0,178.5714286,2771.098571,0.0,0.0,0.0,0.0,55,185,0.0,0.0,0.0,0.0,0.0,0.0,74.715,74.715,2.0,2.0,14.10714286,14.10714286,0.0,10.71428571,0.0,3.0,3.0,0.0,2.0,0.0,60.60785714000001,1,0
442,469,1,0.0,0.0,0.0,0.0,0.0,4415.646071,0.0,0.0,0.0,0.0,0.0,38,183,0.0,0.0,0.0,0.0,0.0,0.0,1484.008929,1484.008929,5.0,5.0,1549.925,1549.925,500.0,0.0,789.9285714,13.0,13.0,1.0,0.0,7.0,-65.91607099999987,0,1
443,470,1,0.0,0.0,0.0,0.0,0.0,20.6075,0.0,0.0,0.0,0.0,0.0,79,128,0.0,0.0,1.0,0.0,0.0,10.60714286,491.7210714,491.7210714,4.0,4.0,931.1357143,931.1357143,0.0,847.8142857,79.5,16.0,16.0,0.0,8.0,5.0,-439.4146429,1,0
445,472,1,0.0,0.0,0.0,0.0,0.0,12095.03107,0.0,0.0,0.0,0.0,0.0,58,51,0.0,0.0,0.0,0.0,0.0,0.0,32.14321429,32.14321429,2.0,2.0,21.42857143,21.42857143,21.42857143,0.0,0.0,2.0,2.0,2.0,0.0,0.0,10.714642860000001,0,1
448,475,1,1.0,1.0,0.0,0.0,0.0,9428.947857,3586.751786,0.0,0.0,0.0,0.0,68,113,0.0,1.0,0.0,0.0,42.68857143,0.0,1758.768571,1757.7225,5.0,4.0,1351.669286,1351.669286,178.5714286,214.0621429,944.75,23.0,23.0,2.0,6.0,14.0,407.099285,1,0
450,477,2,2.0,0.0,0.0,0.0,0.0,5419.34,7352.996786,0.0,0.0,0.0,0.0,32,152,1.0,0.0,1.0,22.09821429,0.0,4.214285714,59.03642857,59.03642857,2.0,2.0,90.25,90.25,0.0,0.0,90.25,2.0,2.0,0.0,0.0,2.0,-31.213571430000002,0,1
451,478,1,0.0,0.0,1.0,0.0,0.0,33573.15179,0.0,0.0,0.0,0.0,0.0,41,11,0.0,1.0,0.0,0.0,4.5,0.0,20.075,20.075,3.0,3.0,247.5,247.5,0.0,0.0,247.5,5.0,5.0,0.0,0.0,5.0,-227.425,0,1
452,479,1,1.0,1.0,1.0,1.0,0.0,74.80785714,4352.067857,0.0,0.0,627.8571429,0.0,30,96,0.0,1.0,0.0,0.0,102.1464286,0.0,887.9725,886.0814286,9.0,5.0,420.4785714,419.05,167.8571429,164.1214286,82.32142857,24.0,22.0,2.0,9.0,9.0,467.49392859999995,0,1
453,480,1,0.0,0.0,0.0,0.0,0.0,869.8032143,0.0,0.0,0.0,0.0,0.0,36,71,0.0,0.0,1.0,0.0,0.0,10.71428571,357.1428571,357.1428571,1.0,1.0,360.5357143,360.5357143,0.0,0.0,357.1428571,2.0,2.0,0.0,0.0,1.0,-3.3928571999999804,0,1
454,481,1,1.0,0.0,0.0,1.0,0.0,68.42357143,253.7392857,0.0,0.0,0.0,0.0,32,26,0.0,0.0,0.0,0.0,0.0,0.0,2005.0025,2003.5625,9.0,6.0,1350.535357,1349.106786,0.0,337.2857143,1006.963929,23.0,21.0,0.0,4.0,15.0,654.4671430000001,1,0
455,482,1,0.0,0.0,0.0,0.0,0.0,22.41785714,0.0,0.0,0.0,0.0,0.0,65,7,0.0,0.0,1.0,0.0,0.0,10.82142857,1164.288214,1164.288214,4.0,4.0,494.9642857,494.9642857,35.71428571,265.3214286,193.9285714,16.0,16.0,1.0,11.0,4.0,669.3239282999999,1,0
456,483,1,0.0,4.0,1.0,0.0,0.0,1345.233929,0.0,0.0,8.868928571,0.0,0.0,57,175,0.0,0.0,1.0,0.0,0.0,10.80964286,1000.081071,1000.081071,2.0,2.0,808.1,808.1,35.71428571,16.42857143,104.8214286,7.0,7.0,1.0,2.0,1.0,191.98107099999993,1,0
458,486,2,0.0,0.0,0.0,0.0,0.0,1815.522857,0.0,0.0,0.0,0.0,0.0,43,195,0.0,0.0,0.0,0.0,0.0,0.0,0.065357143,0.065357143,1.0,1.0,5.535714286,5.535714286,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-5.470357143,0,1
461,489,1,1.0,0.0,0.0,0.0,0.0,5021.998214,12591.48571,0.0,0.0,0.0,0.0,67,151,0.0,0.0,0.0,0.0,0.0,0.0,0.001428571,0.000357143,2.0,1.0,85.10714286,85.10714286,60.71428571,24.39285714,0.0,5.0,5.0,3.0,2.0,0.0,-85.10571428899999,0,1
462,491,1,0.0,0.0,1.0,1.0,2.0,185.9032143,0.0,0.0,0.0,0.0,9115.112857,53,10,0.0,0.0,1.0,0.0,0.0,5.162857143,6029.955357,3751.715357,63.0,48.0,5773.601071,3751.715357,0.0,101.3460714,1696.068571,96.0,48.0,0.0,6.0,33.0,256.3542859999998,0,1
463,492,1,0.0,0.0,0.0,1.0,0.0,8846.825714,0.0,0.0,0.0,0.464285714,0.0,24,139,0.0,1.0,1.0,0.0,13.21428571,1.071428571,520.0707143,490.2910714,8.0,3.0,1111.118929,966.0689286,278.5714286,0.0,663.9285714,34.0,25.0,11.0,0.0,6.0,-591.0482147,1,0
464,493,1,0.0,0.0,0.0,0.0,0.0,2161.553214,0.0,0.0,0.0,0.0,0.0,47,92,0.0,0.0,0.0,0.0,0.0,0.0,2201.577143,2148.898571,12.0,11.0,2213.773571,2161.095,800.0,412.7735714,887.6071429,52.0,51.0,8.0,18.0,18.0,-12.196428000000196,0,1
465,494,1,0.0,0.0,0.0,0.0,1.0,715.6910714,0.0,0.0,0.0,0.0,3571.428571,58,151,1.0,0.0,0.0,4.361785714,0.0,0.0,1584.629286,1482.645,4.0,3.0,1490.653571,1482.332143,564.2857143,0.0,515.0357143,19.0,17.0,3.0,0.0,9.0,93.97571500000004,1,0
466,495,1,0.0,5.0,0.0,1.0,0.0,8.540357143,0.0,6667.976429,0.0,641.5753571,0.0,19,150,0.0,0.0,1.0,0.0,0.0,4.488214286,3683.201071,3582.39,12.0,6.0,8534.410714,5232.782143,1785.714286,699.5892857,3045.464286,57.0,42.0,10.0,11.0,23.0,-4851.209643,1,0
468,497,1,0.0,0.0,0.0,0.0,0.0,930.3110714,0.0,0.0,0.0,0.0,0.0,42,181,0.0,1.0,0.0,0.0,3.535714286,0.0,0.001785714,0.001785714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001785714,0,1
470,499,1,0.0,0.0,1.0,0.0,0.0,949.6864286,0.0,0.0,97.91107143,0.0,0.0,53,212,1.0,0.0,0.0,0.570178571,0.0,0.0,485.7153571,485.7153571,5.0,5.0,729.5557143,729.5557143,35.71428571,518.1557143,174.4357143,37.0,37.0,1.0,32.0,3.0,-243.84035719999997,1,0
471,500,3,1.0,3.0,0.0,0.0,0.0,1180.659286,10940.43036,35627.70964,0.0,0.0,0.0,30,150,1.0,0.0,1.0,5.881964286,0.0,10.08321429,911.8089286,911.0814286,3.0,2.0,833.5678571,833.5678571,357.1428571,0.0,473.4964286,11.0,11.0,1.0,0.0,9.0,78.24107149999998,0,1
472,501,1,2.0,1.0,0.0,0.0,0.0,460.5771429,5136.296071,0.0,0.0,0.0,0.0,64,11,0.0,0.0,1.0,0.0,0.0,15.95214286,356.2885714,352.1092857,3.0,2.0,163.0357143,163.0357143,0.0,0.0,161.7142857,3.0,3.0,0.0,0.0,2.0,193.25285710000003,1,0
473,502,1,0.0,0.0,1.0,0.0,0.0,950.4725,0.0,0.0,0.0,0.0,0.0,69,192,1.0,0.0,0.0,6.042321429,0.0,0.0,1108.3325,1001.699643,12.0,10.0,1366.973929,1170.954286,250.0,168.6907143,642.2378571,35.0,28.0,2.0,12.0,11.0,-258.641429,1,0
474,503,1,0.0,0.0,0.0,0.0,0.0,1175.755,0.0,0.0,0.0,0.0,0.0,32,73,0.0,0.0,1.0,0.0,0.0,2.107142857,771.4689286,771.4689286,3.0,3.0,673.8928571,673.8928571,392.8571429,0.0,278.4285714,11.0,11.0,4.0,0.0,4.0,97.57607150000001,1,0
478,507,1,1.0,3.0,0.0,1.0,0.0,395.4264286,4474.939286,0.0,0.0,0.714285714,0.0,49,150,1.0,0.0,0.0,1.798035714,0.0,0.0,1372.664643,1370.841429,7.0,3.0,1035.607143,1034.178571,103.5714286,69.53571429,856.75,14.0,12.0,1.0,6.0,3.0,337.0575000000001,0,1
479,508,1,0.0,0.0,0.0,0.0,0.0,1329.243929,0.0,0.0,0.0,0.0,0.0,53,0,0.0,0.0,0.0,0.0,0.0,0.0,1639.662857,1639.662857,3.0,3.0,1299.107143,1299.107143,0.0,60.35714286,1225.0,6.0,6.0,0.0,1.0,1.0,340.5557140000001,1,0
480,510,1,1.0,0.0,0.0,0.0,0.0,1181.878571,5443.611071,0.0,0.0,0.0,0.0,50,188,1.0,0.0,0.0,35.51571429,0.0,0.0,16.685,0.000357143,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.685,1,0
482,512,1,0.0,0.0,0.0,0.0,0.0,825.4510714,0.0,0.0,0.0,0.0,0.0,38,181,1.0,0.0,0.0,0.743035714,0.0,0.0,449.8582143,449.8582143,4.0,4.0,571.4214286,571.4214286,207.1428571,190.9571429,171.4285714,25.0,25.0,5.0,15.0,2.0,-121.56321430000003,0,1
484,514,1,0.0,0.0,0.0,0.0,0.0,27.09035714,0.0,0.0,0.0,0.0,0.0,77,129,0.0,0.0,0.0,0.0,0.0,0.0,1823.5595717378808,1506.3291131148796,5.541902961562697,4.2652804032766225,1697.2186582726872,1460.2029032694077,257.93733729376004,150.85040125188218,715.9749306914099,16.006931316950222,13.596723377441714,1.988657844990548,5.24007561436673,4.601134215500945,126.34091346519358,0,1
485,515,1,2.0,0.0,0.0,0.0,0.0,956.6560714,10861.7475,0.0,0.0,0.0,0.0,46,102,0.0,0.0,1.0,0.0,0.0,13.03392857,8.132142857,0.071428571,4.0,2.0,1.638214286,1.638214286,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.493928571,1,0
488,518,1,0.0,0.0,0.0,0.0,0.0,1704.711786,0.0,0.0,0.0,0.0,0.0,52,115,0.0,1.0,1.0,0.0,4.928571429,12.20821429,535.7164286,535.7164286,3.0,3.0,556.3642857,556.3642857,125.0,358.0428571,41.67857143,14.0,14.0,2.0,7.0,2.0,-20.64785710000001,1,0
489,520,1,1.0,0.0,0.0,0.0,0.0,1401.136429,3779.009286,0.0,0.0,0.0,0.0,57,20,0.0,1.0,0.0,0.0,0.214285714,0.0,18518.53571,9673.506071,13.0,4.0,19754.67857,10301.10714,1642.857143,97.53571429,525.0,8.0,6.0,2.0,2.0,1.0,-1236.14286,0,1
494,525,1,1.0,4.0,0.0,0.0,0.0,0.388214286,3845.991786,31884.50929,0.0,0.0,0.0,31,54,1.0,1.0,1.0,5.942857143,2.108214286,7.586428571,442.7532143,442.2196429,4.0,3.0,881.2857143,881.2857143,357.1428571,0.0,519.75,6.0,6.0,1.0,0.0,4.0,-438.53249999999997,0,1
495,526,1,0.0,0.0,0.0,0.0,1.0,237.4757143,0.0,0.0,0.0,0.0,7142.857143,73,40,0.0,0.0,0.0,0.0,0.0,0.0,509.7721429,359.1796429,4.0,3.0,364.3928571,361.5714286,0.0,0.0,123.5,6.0,5.0,0.0,0.0,3.0,145.3792858,0,1
497,529,1,1.0,0.0,0.0,0.0,0.0,2014.426786,36183.43357,0.0,0.0,0.0,0.0,33,61,1.0,1.0,0.0,0.976964286,1.786785714,0.0,547.9475,547.1978571,4.0,3.0,329.2857143,329.2857143,0.0,0.0,329.0714286,4.0,4.0,0.0,0.0,3.0,218.6617857,1,0
501,533,1,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,63,27,1.0,0.0,0.0,0.447321429,0.0,0.0,7.143928571,7.143928571,2.0,2.0,8.642857143,8.642857143,3.571428571,4.607142857,0.0,3.0,3.0,1.0,1.0,0.0,-1.4989285720000005,1,0
502,534,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,71,0.0,0.0,0.0,0.0,0.0,0.0,2227.931429,2227.931429,17.0,17.0,2113.277857,2113.277857,0.0,463.0696429,1649.029643,24.0,24.0,0.0,4.0,19.0,114.65357200000017,1,0
504,536,1,0.0,0.0,0.0,0.0,0.0,663.8435714,0.0,0.0,0.0,0.0,0.0,29,14,0.0,0.0,0.0,0.0,0.0,0.0,167.7882143,167.7882143,3.0,3.0,185.6428571,185.6428571,0.0,0.0,183.4642857,2.0,2.0,0.0,0.0,1.0,-17.854642799999993,0,1
505,537,1,0.0,1.0,0.0,0.0,0.0,814.4560714,0.0,0.0,0.0,0.0,0.0,78,58,0.0,0.0,1.0,0.0,0.0,13.21428571,782.1517857,782.1517857,5.0,5.0,267.0575,267.0575,0.0,0.0,264.4503571,8.0,8.0,0.0,0.0,7.0,515.0942857,0,1
509,542,1,0.0,0.0,1.0,0.0,0.0,1525.141429,0.0,0.0,0.0,0.0,0.0,24,25,0.0,1.0,1.0,0.0,1.785714286,20.21428571,178.5732143,178.5732143,2.0,2.0,218.2417857,218.2417857,28.57142857,90.06321429,99.60714286,20.0,20.0,4.0,14.0,2.0,-39.66857140000002,0,1
512,546,1,0.0,0.0,0.0,0.0,0.0,1023.336429,0.0,0.0,0.0,0.0,0.0,63,47,0.0,1.0,0.0,0.0,8.928214286,0.0,892.8614286,892.8614286,3.0,3.0,564.7675,564.7675,225.0,338.5175,0.0,34.0,34.0,6.0,27.0,0.0,328.0939285999999,1,0
513,547,1,1.0,1.0,0.0,0.0,0.0,4446.794643,1253.660714,33004.46143,0.0,0.0,0.0,52,31,1.0,0.0,0.0,2.142321429,0.0,0.0,528.9292857,526.3135714,3.0,2.0,325.9857143,325.9857143,0.0,102.0928571,222.8214286,11.0,11.0,0.0,2.0,8.0,202.94357140000005,1,0
514,548,1,0.0,0.0,0.0,0.0,0.0,2663.137857,0.0,0.0,0.0,0.0,0.0,54,12,0.0,0.0,0.0,0.0,0.0,0.0,684.0367857,684.0367857,2.0,2.0,674.3821429,674.3821429,0.0,0.0,142.8571429,3.0,3.0,0.0,0.0,1.0,9.654642800000033,1,0
515,549,1,0.0,0.0,0.0,0.0,0.0,192.7760714,0.0,0.0,0.0,0.0,0.0,30,58,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857,0.007142857,1.0,1.0,445.25,445.25,428.5714286,12.42857143,0.0,15.0,15.0,9.0,1.0,0.0,-445.242857143,0,1
516,550,1,0.0,0.0,1.0,0.0,0.0,57.60035714,0.0,0.0,192.0142857,0.0,0.0,64,179,0.0,0.0,0.0,0.0,0.0,0.0,886.6121429,886.6121429,2.0,2.0,896.0107143,896.0107143,0.0,0.0,566.6785714,9.0,9.0,0.0,0.0,7.0,-9.398571400000037,1,0
517,552,1,0.0,0.0,0.0,0.0,0.0,730.9875,0.0,0.0,0.0,0.0,0.0,43,136,0.0,0.0,0.0,0.0,0.0,0.0,428.5742857,428.5742857,2.0,2.0,411.7575,411.7575,242.8571429,152.7932143,10.71428571,25.0,25.0,7.0,13.0,1.0,16.816785700000025,0,1
518,553,1,0.0,0.0,0.0,0.0,0.0,3274.0575,0.0,0.0,0.0,0.0,0.0,43,152,0.0,0.0,1.0,0.0,0.0,29.78107143,421.6814286,421.6814286,2.0,2.0,461.9285714,461.9285714,232.1428571,0.0,226.9642857,6.0,6.0,1.0,0.0,4.0,-40.247142800000006,0,1
519,554,1,0.0,0.0,0.0,0.0,0.0,2032.232857,0.0,0.0,0.0,0.0,0.0,40,150,0.0,1.0,0.0,0.0,1.785714286,0.0,482.1482143,482.1482143,3.0,3.0,618.4642857,618.4642857,285.7142857,0.0,330.4642857,7.0,7.0,2.0,0.0,4.0,-136.3160714,0,1
521,556,1,0.0,0.0,0.0,0.0,0.0,227.2621429,0.0,0.0,0.0,0.0,0.0,39,160,1.0,0.0,0.0,4.179285714,0.0,0.0,1500.005714,1500.005714,6.0,6.0,1355.946429,1355.946429,35.71428571,584.4107143,732.4285714,38.0,38.0,1.0,29.0,7.0,144.05928499999982,0,1
522,557,1,0.0,2.0,1.0,0.0,0.0,2815.486786,0.0,0.0,0.0,0.0,0.0,21,151,1.0,0.0,1.0,0.396428571,0.0,2.380714286,1101.993929,910.4160714,15.0,13.0,1190.876071,947.8539286,96.42857143,308.2610714,349.9435714,33.0,23.0,6.0,11.0,3.0,-88.88214199999993,1,0
523,558,1,0.0,0.0,0.0,0.0,0.0,393.4128571,0.0,0.0,0.0,0.0,0.0,29,172,0.0,0.0,1.0,0.0,0.0,8.318214286,1448.2725,1448.2725,3.0,3.0,1754.992857,1754.992857,767.8571429,337.4571429,645.75,34.0,34.0,4.0,12.0,17.0,-306.7203569999999,1,0
525,560,1,0.0,0.0,0.0,0.0,0.0,6586.222857,0.0,0.0,0.0,0.0,0.0,58,25,0.0,0.0,0.0,0.0,0.0,0.0,26.78607143,26.78607143,2.0,2.0,42.67857143,42.67857143,35.71428571,6.964285714,0.0,5.0,5.0,4.0,1.0,0.0,-15.892499999999998,0,1
526,561,1,0.0,0.0,1.0,1.0,0.0,269.3685714,0.0,0.0,0.0,619.2857143,0.0,51,25,0.0,0.0,1.0,0.0,0.0,5.214285714,1886.713929,1297.77,20.0,14.0,1849.313571,1297.77,60.71428571,78.56428571,576.0,32.0,19.0,3.0,3.0,8.0,37.4003580000001,1,0
